"id","__typename","createdAt","dateType","edRelation","laws","name","registrationDeadlineType","time","updatedAt","updater"
"452b4fc3-5b7f-4378-aef9-08fd852971cf","State","2022-01-23T09:52:41.047Z","Blank","ED - 7","'-(a) (1) A voter who desires to vote absentee shall request an absentee ballot not more than ninety (90) and not later than seven (7) days before the election;(2-6-202)","Tennessee","Domestic Ballot Request Deadline","","2022-01-23T09:52:41.047Z",""
"96cd3dd3-3ec5-46d5-9695-ed86a6be7187","State","2022-01-23T09:52:39.194Z","Blank","3rd Monday before ED","c) The deadline for the Department to receive an application to register to vote under the provisions of this chapter is the third Monday prior to a primary or general election. Applications received after a deadline shall be held and processed on the first business day following that election.(1902)","Delaware","Overseas Registration Deadline","","2022-01-23T09:52:39.194Z",""
"b4e7a1d0-91b7-4ae6-b53b-15e09c742719","State","2022-01-23T09:52:40.178Z","Election Day Registration and Voting","ED","","Michigan","Domestic Registration Deadline","","2022-01-23T09:52:40.178Z",""
"2092f2e2-11d3-45c5-8f51-b890c931582d","State","2022-01-23T09:52:41.250Z","Blank","ED - 10","","Guam","Domestic Registration Deadline","","2022-01-23T09:52:41.250Z",""
"5dde6677-432c-496c-baa8-fd95e38b8345","State","2022-01-23T09:52:41.155Z","Post Received by","ED + 3","","Virginia","Domestic Ballot Return Deadline","12:00 PM","2022-01-23T09:52:41.155Z",""
"908188d8-92e6-4c1e-9743-ef61636e2c85","State","2022-01-23T09:52:39.784Z","Blank","ED - 1","1. a. A request in writing for a ballot may be made by any member of the armed forces of the United States who is or will be a qualified voter on the day of the election at which the ballot is to be cast, at any time before the election.(53.40)","Iowa","Overseas Ballot Request Deadline","","2022-01-23T09:52:39.784Z",""
"31e8c901-3546-43b6-b91e-a8f731907334","State","2022-01-23T09:52:41.045Z","Received by","ED","","RhodeIsland","Overseas Ballot Return Deadline","8:00 PM","2022-01-23T09:52:41.045Z",""
"b5b522a6-f09d-44e5-82fb-da276542fad5","State","2022-01-23T09:52:38.940Z","Blank","ED - 15","","California","Overseas Registration Deadline","","2022-01-23T09:52:38.940Z",""
"7fe16230-7eff-44ad-8e9a-0793deff1d35","State","2022-01-23T09:52:41.068Z","Received by","ED + 5","","Texas","Overseas Ballot Return Deadline","","2022-01-23T09:52:41.068Z",""
"8ca2d075-557d-4237-ab72-43f42eb6c847","State","2022-01-23T09:52:40.401Z","Blank","2nd Wednesday before ED","(3) No application for an absentee ballot received in the office of the election authority by mail, by facsimile transmission or by a guardian or relative after 5:00 p.m. on the Wednesday immediately prior to the election shall be accepted by any election authority. (115.279.)","Missouri","Domestic Ballot Request Deadline","5:00 PM","2022-01-23T09:52:40.401Z",""
"20d25e51-0bfa-4966-8cab-467c2154d241","State","2022-01-23T09:52:38.990Z","In-Mailstream by","ED","","Colorado","Overseas Ballot Return Deadline","7:00 PM","2022-01-23T09:52:38.990Z",""
"d0031b1a-27de-4808-ad09-9a9a96b3bdb6","State","2022-01-23T09:52:38.778Z","Received by","ED - 5","","Alabama","Overseas Ballot Request Deadline","","2022-01-23T09:52:38.778Z",""
"f64d77ef-7799-4d4c-8e6d-c9ff4faaaf25","State","2022-01-23T09:52:41.039Z","Blank","ED - 4","","SouthCarolina","Domestic Ballot Request Deadline","5:00 PM","2022-01-23T09:52:41.039Z",""
"5fe82108-ed22-4f10-af85-b9c0f4e10349","State","2022-01-23T09:52:41.170Z","Received by","ED - 5","","Wisconsin","Domestic Ballot Request Deadline","5:00 PM","2022-01-23T09:52:41.170Z",""
"ecf5a723-8847-4673-a9d2-c391c3f92c09","State","2022-01-23T09:52:41.144Z","Received by","ED","","Vermont","Overseas Registration Deadline","","2022-01-23T09:52:41.144Z",""
"503cb096-4dfb-490f-a63a-3e6d8c4ed47c","State","2022-01-23T09:52:41.250Z","Request Ballot Due to Obligatory Absence by....","ED - 1","","AmericanSamoa","Overseas Ballot Request Deadline","","2022-01-23T09:52:41.250Z",""
"2b35c955-ed64-4d9b-9515-33382cf05733","State","2022-01-23T09:52:40.407Z","Post Received by","ED + 5 business days (+7)","Absentee ballots received by mail, except presidential ballots as provided for in Sections 23-15-731 and 23-15-733 and except as otherwise provided by Section 23-15-699, must be received by the registrar by 5:00 p.m. on the date preceding the election; any received after such time shall be handled as provided in Section 23-15-647 and shall not be counted. All ballots cast by the absent elector appearing in person in the office of the registrar shall be cast not later than 12:00 noon on the Saturday immediately preceding elections held on Tuesday, the Thursday immediately preceding elections held on Saturday, or the second day immediately preceding the date of elections held on other days. The registrar shall deposit all absentee ballots which have been timely cast in the ballot boxes upon receipt.(§ 23-15-637)","Mississippi","Domestic Ballot Return Deadline","5:00 PM","2022-01-23T09:52:40.407Z",""
"949b3262-2236-4eec-9a98-b393267a4f2d","State","2022-01-23T09:52:40.824Z","Blank","ED - 25","","NewYork","Domestic Registration Deadline","","2022-01-23T09:52:40.824Z",""
"5c8725b3-42a1-42c6-b9b7-0678e5d488f6","State","2022-01-23T09:52:38.791Z","Blank/Received by","ED - 30","'-(c) The names of persons submitting completed registration forms by mail that are postmarked at least 30 days before the next election, or submitting completed registration forms by facsimile or other electronic transmission approved by the director under AS 15.07.050 that are received at least 30 days before the next election, shall be placed on the official registration list for that election. If a registration form received by mail less than 30 days before an election does not have a legible and dated postmark, the name of the person submitting the form shall be placed on the official registration list for that election if the form was signed and dated by the person at least 30 days before the election and if the form is received by the director or election supervisor at least 25 days before the election.(Sec. 15.07.070)","Alaska","Domestic Registration Deadline","","2022-01-23T09:52:38.791Z",""
"a5fcd9e8-9fbc-42f9-b179-2a2613f53f4a","State","2022-01-23T09:52:41.259Z","Received by","ED","","AmericanSamoa","Overseas Ballot Return Deadline","","2022-01-23T09:52:41.259Z",""
"b0a8b957-8c17-4479-a095-40b8b777f5d3","State","2022-01-23T09:52:40.175Z","Blank","2nd Business day before ED (Friday)","(c) The voting period for early voting shall run from the eleventh business day preceding the general election until the close of business on the business day preceding the business day before the election; provided, however, that if the eleventh business day before the election falls on a legal holiday the early voting period shall begin on the first business day prior to the legal holiday.(Section 25B)","Massachusetts","Early Voting To","","2022-01-23T09:52:40.175Z",""
"c765f202-c2f9-4369-a56e-7911776987cd","State","2022-01-23T09:52:40.015Z","Received by","ED","","Maine","Overseas Ballot Return Deadline","8:00 PM","2022-01-23T09:52:40.015Z",""
"73d00a4a-d8e0-4951-a91d-3fbba58ad1bf","State","2022-01-23T09:52:40.368Z","Online by","ED - 21"," (a) At any time except during the 20 days immediately preceding any regularly scheduled election, an eligible voter or any individual who will be an eligible voter at the time of the next election may register to vote in the precinct in which the voter maintains residence by completing a voter registration application as described in section 201.071, subdivision 1. A completed application may be submitted:
(2) electronically through a secure Web site that shall be maintained by the secretary of state for this purpose, if the applicant has an e-mail address and provides the applicant's verifiable Minnesota driver's license number, Minnesota state identification card number, or the last four digits of the applicant's Social Security number. A registration that is received in person or by mail no later than 5:00 p.m. on the 21st day preceding any election, or a registration received electronically through the secretary of state's secure Web site no later than 11:59 p.m. on the 21st day preceding any election, shall be accepted.(201.061)","Minnesota","Domestic Registration Deadline","11:59 PM","2022-01-23T09:52:40.368Z",""
"f56899c5-8b25-4594-8747-500bc8c5b174","State","2022-01-23T09:52:40.687Z","Received by","Thurs before ED (ED - 5)","H. Absentee ballots shall be sent to applicants not later than on the Friday immediately prior to the date of the election.

 (1-6-5)","NewMexico","Domestic Ballot Request Deadline","5:00 PM","2022-01-23T09:52:40.687Z",""
"0794c7a6-d36b-423a-8bcd-109e0d8f408f","State","2022-01-23T09:52:39.253Z","Blank","ED - 29","The registration books must be closed on the 29th day before each election and must remain closed until after that election.(97.055)","Florida","Domestic Registration Deadline","","2022-01-23T09:52:39.253Z",""
"7f7a0ad8-0475-4ec3-9008-0df7d167f1a2","State","2022-01-23T09:52:39.605Z","Received by","ED - 30","b) A covered voter may use the declaration accompanying a federal write-in absentee ballot to apply to register to vote simultaneously with the submission of the federal write-in absentee ballot, if it is received no later than thirty days prior to the election pursuant to section 11-16.(15D-6)","Hawaii","Overseas Registration Deadline","","2022-01-23T09:52:39.605Z",""
"56c00bdc-04e3-4c70-a337-7ce5a29300cb","State","2022-01-23T09:52:39.595Z","Same Day Registration and Voting from","10 business days before eleciton","Source:  State of Hawaii website","Hawaii","Early Voting From (GE)","","2022-01-23T09:52:39.595Z",""
"9e8f6fbb-493e-4f3e-90e6-3789763d3288","State","2022-01-23T09:52:41.254Z","Blank","ED - 14","","Wyoming","Overseas Registration Deadline","","2022-01-23T09:52:41.254Z",""
"689c39c3-a9fb-4f00-9cc7-c7bd62da6829","State","2022-01-23T09:52:39.098Z","Postmarked by (Pri.)","ED - 5","this and above are for primary elections","Connecticut","Overseas Registration Deadline","","2022-01-23T09:52:39.098Z",""
"a109aa86-39c1-40a5-a0fd-7699508cfc29","State","2022-01-23T09:52:40.394Z","No - Deadline","","","Mississippi","Overseas Ballot Request Deadline","","2022-01-23T09:52:40.394Z",""
"e0a71052-757b-47f0-8fd8-a225b8f4bed0","State","2022-01-23T09:52:40.397Z","Postmarked by","ED - 18","","Nebraska","Overseas Registration Deadline","","2022-01-23T09:52:40.397Z",""
"b057b6ca-569a-4bf5-bcef-281498c7fd47","State","2022-01-23T09:52:38.841Z","Received by","ED + 10","(h) Except as provided in AS 15.20.480 , an absentee ballot returned by mail from outside the United States or from an overseas voter qualifying under AS 15.05.011 that has been marked and mailed not later than election day may not be counted unless the ballot is received by the election supervisor not later than the close of business on the (1) 10th day following a primary election or special election under AS 15.40.140 (Sec. 15.20.081)","Alaska","Overseas Ballot Request Deadline","","2022-01-23T09:52:38.841Z",""
"cb0fe6cc-0a07-48a5-ae94-81eea82e4eb9","State","2022-01-23T09:52:40.182Z","Same Day Registration and Voting to","ED","","Michigan","Domestic Registration Deadline","","2022-01-23T09:52:40.182Z",""
"4d6a1794-a67b-4e2b-8cea-5c20b9c5f329","State","2022-01-23T10:28:25.306Z","","","","Arkansas","new item","","2022-01-23T10:28:25.306Z",""
"050e20aa-1a31-4bed-98a5-8b224556a477","State","2022-01-23T09:52:39.222Z","Received by","ED","'-To be valid, a military-overseas ballot must be received by the Board of Elections no later than 8:00 p.m. on the date of the election.(1–1061.10)","DistrictofColumbia","Overseas Ballot Return Deadline","8:00 PM","2022-01-23T09:52:39.222Z",""
"122e1f78-86ad-4121-968a-8f838690b95f","State","2022-01-23T09:52:39.239Z","Post Received by","ED - 21","","DistrictofColumbia","Overseas Registration Deadline","","2022-01-23T09:52:39.239Z",""
"4e0b3916-eb0f-4000-97e2-35ace2f7013d","State","2022-01-23T09:52:38.946Z","Blank","ED - 7","Except as provided in Chapter 3 (commencing with Section 3200) and Sections 3007.5, 3007.7, and 3007.8, application for a vote by mail voter’s ballot shall be made in writing to the elections official having jurisdiction over the election between the 29th and the 7th day prior to the election. The application shall be signed by the applicant and shall show his or her place of residence. Any applications received by the elections official prior to the 29th day shall be kept and processed during the application period (3001)","California","Domestic Ballot Request Deadline","","2022-01-23T09:52:38.946Z",""
"83c2c6be-0fcb-4f39-99e6-b0bf95bf2e8b","State","2022-01-23T09:52:39.606Z","Blank","ED - 5","","Illinois","Domestic Ballot Request Deadline","","2022-01-23T09:52:39.606Z",""
"a608f481-6c70-455b-bced-a73bea914023","State","2022-01-23T09:52:39.099Z","In-Person Received by (GE)","ED - 7","*ED - 7 acc to law chart","Connecticut","Overseas Registration Deadline","5:00 PM","2022-01-23T09:52:39.099Z",""
"8c1724f6-4e8f-414d-aa7e-9920dbb15d5d","State","2022-01-23T09:52:40.694Z","Received by","ED - 4","A. A federal qualified elector who is currently registered to vote in this state may, by the deadline specified in the Absent Voter Act [1-6-1 through 1-6-18 NMSA 1978] or Municipal Election Code [Chapter 3, Articles 8 and 9 NMSA 1978] for receipt of absentee ballot applications, apply for a military-overseas ballot.(1-6B-6. )","NewMexico","Overseas Ballot Request Deadline","5:00 PM","2022-01-23T09:52:40.694Z",""
"f0048064-ed3b-4ca3-b3fe-d42797b39b8c","State","2022-01-23T09:52:40.394Z","Blank","ED - 30","(a) close regular registrations for 30 days before any election; and.(13-2-301)","Montana","Domestic Registration Deadline","","2022-01-23T09:52:40.394Z",""
"a542af2a-efca-4e91-a836-0306ff19ab19","State","2022-01-23T09:52:40.172Z","Postmarked by","ED - 21","(c)  Receipt of applications after registration is closed -- Exceptions. --  A voter registration application that is received by the local board after the close of registration shall be considered timely received for the next election provided:
(1)  there is sufficient evidence, as determined by the local board pursuant to regulations adopted by the State Board, that the application was mailed on or before registration was closed for that election.(§3-302)","Maryland","Domestic Registration Deadline","9:00 PM","2022-01-23T09:52:40.172Z",""
"8fcc8a13-f423-4410-8add-89e23194732b","State","2022-01-23T09:52:38.929Z","Blank","ED - 30","(a) To be qualified to vote, a person shall have registered at least thirty (30) calendar days immediately prior to the election and in the manner set forth by Arkansas Constitution, Amendment 51.(7-5-201)","Arkansas","Domestic Registration Deadline","","2022-01-23T09:52:38.929Z",""
"722ebc8e-bda8-42c8-8064-e0dd2aaf32e5","State","2022-01-23T09:52:40.941Z","Request for Email, Online or Fax Ballot by","ED","","Oregon","Overseas Ballot Request Deadline","11:59 PM","2022-01-23T09:52:40.941Z",""
"09f8fc39-c852-4b82-94b1-f990f49563a0","State","2022-01-23T09:52:40.670Z","Election Day Registration","ED","(2) By appearing in person at the office of the county clerk or, if open, a county facility designated pursuant to NRS 293.5035, is the third Tuesday preceding the primary or general election","Nevada","Domestic Registration Deadline","","2022-01-23T09:52:40.670Z",""
"264416ab-318a-409b-9360-d44a8bf71841","State","2022-01-23T09:52:39.245Z","Post Received by","ED - 10","A request for a vote-by-mail ballot to be mailed to a voter must be received no later than 5 p.m. on the tenth day before the election by the supervisor of elections.(101.62 (2))","Florida","Domestic Ballot Request Deadline","5:00:00 PM","2022-01-23T09:52:39.245Z",""
"6df29967-fc4a-4315-80fd-9b00f5c0dbb0","State","2022-01-23T09:52:39.602Z","Blank","3rd Monday before ED/ Varies by Locality","'-(1) Those counties that utilize absentee voting facilities that have access to the Idaho statewide voter registration system and count ballots at a central location or utilize a polling location based tabulation system may elect to conduct ""early voting"" according to the provisions of this section. For those counties that elect to do ""early voting,"" early voting shall begin on or before the third Monday before the election and end at 5:00 p.m. on the Friday before the election. Primary election ballots shall be issued pursuant to section 34-1002(2), Idaho Code.(34-1012)","Idaho","Early Voting From","","2022-01-23T09:52:39.602Z",""
"2983827e-b793-4e5d-bc71-76633e772ac4","State","2022-01-23T09:52:39.598Z","Blank","ED","APPLICATION FORM FOR VOTE BY MAIL BALLOT “I hereby make application for an official ballot or ballots to be voted by me at such election, and I agree that I shall return such ballot or ballots to the official issuing the same prior to the closing of the polls on the date of the election or, if returned by mail, postmarked no later than election day, for counting no later than during the period for counting provisional ballots, the last day of which is the 14th day following election day”.(Sec. 19-3)","Illinois","Domestic Ballot Return Deadline","","2022-01-23T09:52:39.598Z",""
"6d6fbaac-457e-4726-9619-585d77186696","State","2022-01-23T09:52:39.601Z","Postmarked by","ED - 5","Any elector as defined in Section 19-1 may by mail or electronically on the website of the appropriate election authority, not more than 90 nor less than 5 days prior to the date of such election, or by personal delivery not more than 90 nor less than one day prior to the date of such election, make application to the county clerk or to the Board of Election Commissioners for an official ballot for the voter's precinct to be voted at such election.(Sec. 19-2)","Illinois","Domestic Ballot Request Deadline","","2022-01-23T09:52:39.601Z",""
"ab246336-a6b3-4837-b921-ff28bdb4c5e2","State","2022-01-23T09:52:41.373Z","Post Received by","ED + 10","","Guam","Military Ballot Return Deadline","5:00 PM","2022-01-23T09:52:41.373Z",""
"e0c961e0-0695-4a40-9da9-5adedf8e714f","State","2022-01-23T09:52:38.776Z","Received by","ED + 10","e)Except as provided in (h) of this section, a voter who returns the absentee ballot by mail, whether provided to the voter by mail or by electronic transmission, shall use a mail service at least equal to first class and mail the ballot not later than the day of the election to the election supervisor for the house district in which the voter seeks to vote. Except as provided in AS 15.20.480 , the ballot may not be counted unless it is received by the close of business on the 10th day after the election. If the ballot is postmarked, it must be postmarked on or before election day. After the day of the election, ballots may not be accepted unless received by mail.(Sec. 15.20.081)","Alaska","Domestic Ballot Return Deadline","","2022-01-23T09:52:38.776Z",""
"36bf331d-5527-4be7-a128-29f1202616ed","State","2022-01-23T09:52:38.941Z","Online by","ED - 15","","California","Overseas Registration Deadline","","2022-01-23T09:52:38.941Z",""
"b508a886-dfa4-4a22-9b33-855e57cb6d27","State","2022-01-23T09:52:41.143Z","Blank","ED - 3","","Virginia","In-Person Absentee Voting To","5:00 PM","2022-01-23T09:52:41.143Z",""
"cb322865-c553-4f8d-a3c2-60af05fb741e","State","2022-01-23T09:52:39.601Z","Postmarked by","ED - 25","Any elector may register by mail for any election. Any mail registration application must be received by the county clerk prior to the close of registration as provided in section 34-408, Idaho Code, provided that any mail registration application postmarked not later than twenty-five (25) days prior to an election shall be deemed timely.(34-410)","Idaho","Domestic Registration Deadline","","2022-01-23T09:52:39.601Z",""
"f7a8ad8c-142f-415f-83a6-8f26fba4e79e","State","2022-01-23T09:52:40.805Z","Blank","ED - 28","","Ohio","Early Voting From","","2022-01-23T09:52:40.805Z",""
"b0ef3b08-caa2-462f-aa43-e439aca393e3","State","2022-01-23T09:52:38.893Z","Post Received by","ED","By delivery of the ballot by mail that must be received in the office of the county clerk of the county of residence of the voter not later than 7:30 p.m. on election day.(7-5-411)","Arkansas","Domestic Ballot Return Deadline","7:30 PM","2022-01-23T09:52:38.893Z",""
"2d0ee04d-a41f-4ca6-92f6-6b00477988ef","State","2022-01-23T09:52:40.868Z","Blank","ED - 5","","Oklahoma","In-Person Absentee Voting From","8:00 AM","2022-01-23T09:52:40.868Z",""
"c1eb862e-5f5e-4dbc-972d-b949e4896f5a","State","2022-01-23T09:52:39.234Z","Received by","ED - 21","","DistrictofColumbia","Overseas Registration Deadline","","2022-01-23T09:52:39.234Z",""
"25b21527-9348-4ef1-945d-e86fffbfbe99","State","2022-01-23T09:52:40.386Z","Blank","ED - 30","(1) Except as provided in subsection (2), the election administrator shall ensure that ballots for a polling place election are available as follows:
(a) for an election conducted on a primary or general election day:(i) 30 days prior to election day for absentee voting in person; (13-13-205)","Montana","In-Person Absentee Voting From","","2022-01-23T09:52:40.386Z",""
"405ed951-4368-436f-91b4-61dfbe940ea5","State","2022-01-23T09:52:40.003Z","Received by","ED - 1","C. If the applicant is a member of the United States Service or resides outside the United States, he may use the federal postcard application or an application electronically transmitted by the registrar or secretary of state, and the application shall be received by the registrar no later than 4:30 p.m. on the day before the election. (§1307)","Louisiana","Overseas Ballot Request Deadline","8:00 PM","2022-01-23T09:52:40.003Z",""
"269d7319-5ba5-4815-ba4c-4f6a1acde95d","State","2022-01-23T09:52:40.377Z","Blank","ED","","Minnesota","Domestic Ballot Return Deadline","","2022-01-23T09:52:40.377Z",""
"29decba4-0296-4b1e-b489-efc502873d41","State","2022-01-23T09:52:41.309Z","Post Received by","ED","","Wisconsin","Military Ballot Return Deadline","8:00:00 PM","2022-01-23T09:52:41.309Z",""
"478e4c59-f699-46a3-b871-97b1eb37dba3","State","2022-01-23T09:52:39.290Z","Postmarked or Dated","ED","If you are an overseas voter casting a ballot in a presidential preference primary or general election, your vote-by-mail ballot must be postmarked or dated no later than the date of the election and received by the supervisor of elections of the county in which you are registered to vote no later than 10 days after the date of the election. (101.65 (1))","Florida","Overseas Ballot Return Deadline","","2022-01-23T09:52:39.290Z",""
"53b0c958-bee1-4cec-8f34-e7100acadb29","State","2022-01-23T09:52:40.390Z","Received by","ED-27","In order to vote in any election for which registration is required, a person must be registered to vote in the jurisdiction of his or her residence no later than 5:00 p.m., or the normal closing time of any public building where the registration is being held if such time is later than 5:00 p.m., on the fourth Wednesday prior to the election, unless the voter is an interstate former resident, an intrastate new resident, a new resident, or a covered voter, as defined in section 115.275 (115.135)","Missouri","Overseas Registration Deadline","5:00 PM","2022-01-23T09:52:40.390Z",""
"cc1df479-a001-41bf-99cf-8125a28c42bd","State","2022-01-23T09:52:41.271Z","Post Received by","ED - 25","","CommonWealthOfNorthernMarianaIslands","Overseas Ballot Request Deadline","","2022-01-23T09:52:41.271Z",""
"76d0d8a2-3f5e-4cb0-9783-dc008a893dde","State","2022-01-23T09:52:41.076Z","US-based Military by","ED + 6","","Texas","Military Ballot Return Deadline","","2022-01-23T09:52:41.076Z",""
"13e0baec-db26-4167-bbe4-c4c18957e83d","State","2022-01-23T09:52:40.783Z","Post Received by","ED + 13 (GE)","1. The  board  of  elections  shall  cause  all  military ballots received by it before the close of the polls on election day and all  ballots  contained  in envelopes showing a cancellation mark of the United States postal service or a foreign country's postal  service,  or showing  a  dated endorsement of receipt by another agency of the United States government or are signed and dated by the voter and  one  witness thereto,  with  a date which is ascertained to be not later than the day before election and received by such board of elections not  later  than seven  days  following  the day of a primary election and not later thanthirteen days following the day of a general or special election  to  be cast and counted.( 10-114)","NewYork","Overseas Ballot Return Deadline","","2022-01-23T09:52:40.783Z",""
"d8d500b0-07b9-4f59-bc34-ade0c6278877","State","2022-01-23T09:52:40.403Z","Postmarked by","ED - 30","(3) An application for voter registration properly executed and postmarked on or before the day regular registration is closed must be accepted as a regular registration for 3 days after regular registration is closed under subsection (1)(a). (13-2-301)","Montana","Domestic Registration Deadline","","2022-01-23T09:52:40.403Z",""
"cdda42dc-6753-44ce-a3fb-dbf4b4e016ad","State","2022-01-23T09:52:41.251Z","Postmarked by","ED","","Guam","Military Ballot Return Deadline","","2022-01-23T09:52:41.251Z",""
"e93f4522-a915-4472-8839-77849c8fb213","State","2022-01-23T09:52:39.737Z","Postmarked by","ED","Sec. 3. A county election board must receive an absentee ballot in time for the board to deliver the ballot to the precinct election board of the voter's precinct before the closing of the polls on election day.( IC 3-11-10-3)","Indiana","Overseas Ballot Return Deadline","","2022-01-23T09:52:39.737Z",""
"517f232c-ee07-43dd-be40-71fe007cf70d","State","2022-01-23T09:52:40.200Z","Online by","ED - 15","Registrations accepted between the thirtieth day preceding an election and the day of the election, unless the thirtieth day falls on a Saturday, Sunday, or legal holiday, in which event registration shall be accepted during the following day, are not valid for the election but are valid for subsequent regular, primary, school, or special elections that are held so that not less than 30 days intervene between the date the person registered and the date of the election. (168.497  Sec. 497 (a))","Michigan","Domestic Registration Deadline","","2022-01-23T09:52:40.200Z",""
"c891004a-de05-4bc1-9f3e-f1141ac80a7d","State","2022-01-23T09:52:39.769Z","Blank","ED - 1","b. A satellite absentee voting station established by petition must be open at least one day for a minimum of six hours. A satellite absentee voting station established at the direction
of the commissioner or by petition may remain open until 5:00 p.m. on the day before the election.(53.11)","Iowa","In-Person Absentee Voting To","","2022-01-23T09:52:39.769Z",""
"2c86dbe7-9dac-4844-aa08-f7a1ed81efb2","State","2022-01-23T09:52:39.597Z","Same Day Registration and Voting to","ED - 3","","Hawaii","Domestic Registration Deadline","","2022-01-23T09:52:39.597Z",""
"bd0f0a28-2799-4c97-a15a-7c3af753bafa","State","2022-01-23T09:52:41.270Z","Post Received by","ED - 11","","Utah","Domestic Registration Deadline","","2022-01-23T09:52:41.270Z",""
"8d8bd0b4-0ac6-4930-9499-717531451718","State","2022-01-23T09:52:41.278Z","No data","","","PuertoRico","Domestic Ballot Return Deadline","","2022-01-23T09:52:41.278Z",""
"b7e89c85-9e0d-4c2e-ad88-455f05e7bd96","State","2022-01-23T09:52:40.871Z","Received by","ED","","Oklahoma","Domestic Ballot Return Deadline","7:00 PM","2022-01-23T09:52:40.871Z",""
"92447b6a-59c5-46f5-b58b-610f0fcabcae","State","2022-01-23T09:52:39.603Z","Received by","ED","Whenever provision is made for absentee voting by a statute of the United States, including the ""Uniformed and Overseas Citizens Absentee Voting Act"" (42 U.S.C. 1973ff.), an application for an absentee ballot made under that law may be given the same effect as an application for an absentee ballot made under chapter 10, title 34, Idaho Code.(34-410A)","Idaho","Overseas Ballot Return Deadline","8:00 PM","2022-01-23T09:52:39.603Z",""
"b40c1062-db9a-430c-91d7-0cdddbad6e71","State","2022-01-23T09:52:40.006Z","Online by","ED - 20","https://www.sos.la.gov/ElectionsAndVoting/Vote/VoteByMail/Pages/MilitaryAndOverseasVoters.aspx","Louisiana","Overseas Registration Deadline","","2022-01-23T09:52:40.006Z",""
"3d60cf3b-b249-4d45-a10e-c62e2c8e9512","State","2022-01-23T09:52:38.781Z","Blank","ED","'-(a) A qualified voter may apply in person for an absentee ballot to the following election officials at the times specified: (1) to an absentee voting official on or after the 15th day before an election up to and including the date of the election;(Sec. 15.20.061)","Alaska","In-Person Absentee Voting To","","2022-01-23T09:52:38.781Z",""
"8c04eadc-6640-4862-996b-3f64adf8924a","State","2022-01-23T09:52:39.107Z","Postmarked by","ED","","Colorado","Overseas Registration Deadline","","2022-01-23T09:52:39.107Z",""
"deb5ba3d-27c5-414e-a819-6816f068fdbd","State","2022-01-23T09:52:40.387Z","Received by","ED","'-(3) An individual may register to vote: when submitting an absentee ballot, by enclosing a completed registration application as provided in section 203B.04, subdivision 4 (201.054)","Minnesota","Overseas Registration Deadline","","2022-01-23T09:52:40.387Z",""
"f101e91e-445e-460f-8664-81b8db700002","State","2022-01-23T09:52:41.036Z","Email or Fax by","ED - 15","","Pennsylvania","Overseas Registration Deadline","","2022-01-23T09:52:41.036Z",""
"be7c6cb3-e140-4f29-ad84-5da507fba422","State","2022-01-23T09:52:39.790Z","Blank","ED - 21","'-(e) County election officers shall accept and process applications received by voter registration agencies and the division of motor vehicles not later than the 21st day preceding the date of any election; mailed voter registration applications that are postmarked not later than the 21st day preceding the date of any election; or, if the postmark is illegible or missing, is received in the mail not later than the ninth day preceding the day of any election.(25-2311)","Kansas","Domestic Registration Deadline","","2022-01-23T09:52:39.790Z",""
"f8acae5e-b737-4c67-b4ae-cf35ab245c9d","State","2022-01-23T09:52:41.277Z","Data Unavailable","","","VirginIslands","Domestic Ballot Request Deadline","","2022-01-23T09:52:41.277Z",""
"52942e74-57ab-4423-aa83-c20b33e32482","State","2022-01-23T09:52:38.857Z","Recommended by","ED - 7","","Arizona","Domestic Ballot Return Deadline","","2022-01-23T09:52:38.857Z",""
"193fc470-a5b4-4fb1-893e-4169c6f241ee","State","2022-01-23T09:52:41.063Z","Received by","ED","","Texas","Domestic Ballot Return Deadline","7:00 PM","2022-01-23T09:52:41.063Z",""
"555c5522-9331-461a-8b34-e0b67907bb97","State","2022-01-23T09:52:38.874Z","Blank","ED - 27 to ED - 24, varies","C. The county recorder or other officer in charge of elections shall mail the early ballot and the envelope for its return postage prepaid to the address provided by the requesting elector within five days after receipt of the official early ballots from the officer charged by law with the duty of preparing ballots pursuant to section 16-545, except that early ballot distribution shall not begin more than twenty-seven days before the election. If an early ballot request is received on or before the thirty-first day before the election, the early ballot shall be distributed not earlier than the twenty-seventh day before the election and not later than the twenty-fourth day before the election.(16-542)","Arizona","Early Voting From","","2022-01-23T09:52:38.874Z",""
